artist,num_collaborators,known_genres,dominant_collaborator_genre,dominant_collaborator_genre_count,top_5_collaborator_genres,has_metadata
Rvssian,8,,Reggaeton,3,"[('Reggaeton', 3), ('Hip-Hop', 2), ('Latin Trap', 1)]",False
Ryan Beatty,3,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Ryan Carter,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Ryan Castro,8,,Reggaeton,3,"[('Reggaeton', 3), ('EDM', 1)]",False
Ryan Leslie,16,,Pop,2,"[('Pop', 2), ('R&B', 2), ('Rock', 1), ('Hip-Hop', 1)]",False
Ryan Tedder,11,,EDM,1,"[('EDM', 1), ('Pop', 1), ('Pop Rock', 1)]",False
Rye Rye,3,,R&B,2,"[('R&B', 2), ('Pop', 1)]",False
Ryland James,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Rytikal,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
S Tha Mogul,1,,,0,[],False
S. Mos,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
S3an J4Y,2,,EDM,1,"[('EDM', 1)]",False
SAINt JHN,5,,R&B,1,"[('R&B', 1), ('Reggaeton', 1)]",False
SBTRKT,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
SHXT,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1)]",False
SKAM2?,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
SKC,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
SLAVA MARLOW,2,,Pop,1,"[('Pop', 1)]",False
SOHN,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
SOPHIE,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
SORANA,1,,EDM,1,"[('EDM', 1)]",False
STALONE,1,,,0,[],False
STEREOLiEZ,3,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
SUNMI,2,,Pop,1,"[('Pop', 1)]",False
SWACQ,1,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
SWV,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
SYML,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
SZA,71,R&B,Hip-Hop,8,"[('Hip-Hop', 8), ('R&B', 7), ('Pop', 7), ('EDM', 1), ('Pop Rock', 1)]",True
SaberZ,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Sabrina Carpenter,2,Pop,Pop,2,"[('Pop', 2), ('Country', 1)]",True
Sabrina Claudio,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Sachet Tandon,16,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Bollywood', 1), ('Pop', 1)]",False
Sada Baby,10,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sade,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sage the Gemini,3,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Saiko,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Sak Noel,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sal Houdini,2,,R&B,2,"[('R&B', 2), ('Hip-Hop', 1), ('Pop', 1)]",False
Salvi,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sam Bush,5,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Sam Carter,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sam Dew,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sam Jones,7,,EDM,1,"[('EDM', 1)]",False
Sam Martin,5,,EDM,1,"[('EDM', 1), ('R&B', 1)]",False
Sam Ryder,2,,EDM,1,"[('EDM', 1)]",False
Sam Smith,12,"Pop, Soul",EDM,2,"[('EDM', 2), ('Latin Pop', 1), ('Hip-Hop', 1), ('Pop', 1)]",True
Sam Sparro,2,,EDM,1,"[('EDM', 1)]",False
Samantha Jade,3,,EDM,1,"[('EDM', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Samantha Stevens,2,,,0,[],False
Sameer,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Bollywood', 1)]",False
Sami Brielle,5,,EDM,1,"[('EDM', 1)]",False
Sammie,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sammy Adams,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Sampha,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Sandro Silva,6,,EDM,1,"[('EDM', 1)]",False
Santana,2,,Latin Pop,2,"[('Latin Pop', 2), ('Hip-Hop', 1)]",False
Santhosh Narayanan,3,,Pop,1,"[('Pop', 1)]",False
Santigold,8,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1), ('R&B', 1)]",False
Sarah McLachlan,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sarah Squirm Sherman,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sasha Piqué Mebarak,2,,Latin Pop,1,"[('Latin Pop', 1)]",False
Saukrates,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Saul Williams,2,,,0,[],False
Savage,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Savannah,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Saweetie,3,,Pop,1,"[('Pop', 1), ('Dance', 1), ('Hip-Hop', 1), ('EDM', 1)]",False
ScHoolboy Q,18,,R&B,3,"[('R&B', 3), ('Hip-Hop', 2), ('Pop', 1), ('EDM', 1)]",False
Scape,2,,,0,[],False
Scarface,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Scenario Rock,19,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
Scissor Sisters,1,,EDM,1,"[('EDM', 1)]",False
Scoe,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Scott Helman,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Scratch,2,,,0,[],False
Scribble1k,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Scrufizzer,2,,Pop,1,"[('Pop', 1)]",False
Sd Laika,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Seamus Haji,10,,EDM,1,"[('EDM', 1)]",False
Sean G,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Sean Garrett,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Sean Kingston,12,,Pop,4,"[('Pop', 4), ('R&B', 4), ('Hip-Hop', 3), ('Dance', 1), ('EDM', 1)]",False
Sean Leon,1,,,0,[],False
Sean Ono Lennon,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Sean P,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sean Paul,44,Dancehall,Pop,5,"[('Pop', 5), ('Dance', 2), ('EDM', 2), ('R&B', 2), ('Latin Pop', 1)]",True
Sebastian Ingrosso,19,,Pop,2,"[('Pop', 2), ('Pop Rock', 2), ('R&B', 1), ('Funk', 1), ('Alternative', 1)]",False
Sech,16,,Reggaeton,6,"[('Reggaeton', 6), ('Latin Trap', 1), ('EDM', 1)]",False
Seiho,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Selena Gomez,4,,Reggaeton,1,"[('Reggaeton', 1), ('Pop Rock', 1), ('Alternative', 1)]",False
Selena Serrano,9,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sen City,3,,,0,[],False
Sensato,9,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Serena Ryder,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sergio Luis Rodríguez,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
Serko Fu,1,,,0,[],False
Seth Hills,2,,EDM,1,"[('EDM', 1)]",False
Sevenn,4,,Pop,1,"[('Pop', 1), ('Dance', 1), ('EDM', 1)]",False
Sexion d’Assaut,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sexyy Red,5,,R&B,4,"[('R&B', 4), ('Pop', 2), ('Funk', 1), ('Hip-Hop', 1), ('Pop Rock', 1)]",False
Sfera Ebbasta,6,,Reggaeton,1,"[('Reggaeton', 1)]",False
Shabaam Sahdeeq,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Shaboozey,1,,EDM,1,"[('EDM', 1)]",False
Shaggy,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Shahlo Ahmedova,1,,EDM,1,"[('EDM', 1)]",False
Shakira,151,Latin Pop,Reggaeton,5,"[('Reggaeton', 5), ('Pop', 5), ('Hip-Hop', 3), ('R&B', 3), ('EDM', 1)]",True
Shako el SH,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Shalonda,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Shanell,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Shannell,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Shaquellé,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sharam,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Sharon D. Clarke,5,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Shawn Chrys,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Shawn Hook,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Shawn Mendes,2,Pop,Pop,2,"[('Pop', 2), ('R&B', 1), ('Country', 1)]",True
Shawnna,3,,,0,[],False
Sheck Wes,5,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Sheek Louch,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Shenseea,7,,Pop,1,"[('Pop', 1), ('EDM', 1), ('Hip-Hop', 1)]",False
ShezAr,4,,Pop,1,"[('Pop', 1)]",False
Shilpa Rao,16,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Bollywood', 1), ('Pop', 1)]",False
Shirin David,4,,Hip-Hop,3,"[('Hip-Hop', 3)]",False
Shiz University Choir,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Shontelle,3,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Shootter Ledo,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Short Dawg,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Shorty,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Shouse,1,,EDM,1,"[('EDM', 1)]",False
Showtek,11,,R&B,2,"[('R&B', 2), ('Pop', 1), ('EDM', 1), ('Hip-Hop', 1)]",False
Shwayze,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Shyan Selah,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Shyne,3,,R&B,1,"[('R&B', 1)]",False
SiR,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sia,41,Pop,Pop,6,"[('Pop', 6), ('R&B', 4), ('Hip-Hop', 3), ('EDM', 2), ('Funk', 1)]",True
Sick Jacken,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sidney Samson,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Siete7x,4,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Sigala,30,,Pop,3,"[('Pop', 3), ('EDM', 2), ('R&B', 1)]",False
Sigma,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
Silk City,3,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Silla,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Silver Medallion,4,,R&B,2,"[('R&B', 2), ('Pop Rock', 1), ('Alternative', 1), ('Hip-Hop', 1), ('Pop', 1)]",False
Silvestre Dangond,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Simina Grigoriu,3,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Sinful,5,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Siren,2,,,0,[],False
Sister Nancy,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Six-2,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sixto Rein,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Sizzla,2,,R&B,2,"[('R&B', 2), ('Pop', 1), ('Hip-Hop', 1)]",False
Skeme,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Skepta,6,,R&B,2,"[('R&B', 2), ('Hip-Hop', 2), ('Pop', 1), ('Reggaeton', 1)]",False
Skewby,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Ski,4,,EDM,1,"[('EDM', 1)]",False
Ski Mask the Slump God,3,,,0,[],False
Skidka,3,,EDM,1,"[('EDM', 1)]",False
Skinhead Rob,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Skipper,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Skitzofrenix,3,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Skrillex,17,,Hip-Hop,4,"[('Hip-Hop', 4), ('Pop', 2), ('R&B', 2), ('Reggaeton', 1)]",False
Sky,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
Sky Blu,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sky Monroe,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sky Rompiendo,6,,Reggaeton,2,"[('Reggaeton', 2)]",False
Skylar Grey,7,,EDM,1,"[('EDM', 1), ('Hip-Hop', 1)]",False
Skyzoo,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Slakah the Beatchild,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Slash,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Slaughter House,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Slaughterhouse,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sleepy Tom,12,,EDM,1,"[('EDM', 1)]",False
Slick Pulla,2,,,0,[],False
Slim,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Slim Thug,29,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1), ('R&B', 1)]",False
Slim the Mobster,4,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Slique,5,,,0,[],False
Slum Village,2,,,0,[],False
Sly & the Family Stone,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Sly Polaroid,3,,,0,[],False
Sly Pyper,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Smiler,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Smiley,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Smitty,12,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Smoke & Numbers,1,,,0,[],False
Smoke DZA,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Smokepurpp,1,,,0,[],False
Snap!,6,,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1), ('Dancehall', 1)]",False
Sneaky Sound System,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Snoop Dogg,95,,Hip-Hop,8,"[('Hip-Hop', 8), ('Pop', 6), ('R&B', 4), ('EDM', 2), ('Funk', 1)]",False
Snoop Lion,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Snow Patrol,1,,Pop,1,"[('Pop', 1)]",False
Snowd4y,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Social House,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Sofi Tukker,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Sofia Carson,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Sofla Kingz,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sofía Reyes,11,,EDM,1,"[('EDM', 1)]",False
Solange,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sonic Acoustics,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sonny Fodera,2,,Pop,1,"[('Pop', 1)]",False
Sonny Wilson,3,,EDM,1,"[('EDM', 1)]",False
Sophia del Carmen,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Sophie Ellis‐Bextor,4,,Pop,1,"[('Pop', 1), ('Alternative Pop', 1), ('EDM', 1)]",False
Sophie Stern,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Soprano,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sore Losers,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sosa Geek,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Sou el Flotador,6,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Soul II Soul,1,,Pop,1,"[('Pop', 1)]",False
Soulero,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Soulja Boy,5,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1), ('R&B', 1)]",False
Soulsearcher,1,,EDM,1,"[('EDM', 1)]",False
Soundz,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Space Cowboy,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Speed Radio,2,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Spektrum,5,,EDM,1,"[('EDM', 1)]",False
Spice Girls,17,,Pop,5,"[('Pop', 5), ('Dance', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Spiff TV,3,,Latin Trap,2,"[('Latin Trap', 2), ('Reggaeton', 1), ('Hip-Hop', 1)]",False
Spike Rebel,5,,,0,[],False
Spirit,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Spooky,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
St. Lunatics,1,,,0,[],False
Stacks,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Stacy Mier,2,,R&B,1,"[('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Stakker,19,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
Stalley,5,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Star.One,1,,Pop,1,"[('Pop', 1)]",False
StarGate,5,,EDM,1,"[('EDM', 1)]",False
Stardust,10,,EDM,1,"[('EDM', 1)]",False
Starjack,1,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Starley,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
Stat Quo,10,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1)]",False
Static Major,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Stefflon Don,9,,EDM,2,"[('EDM', 2), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Stein,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Stephan M.,5,,EDM,1,"[('EDM', 1)]",False
Stephen Marley,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Stephen Oaks,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Stephen Sanchez,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Stephen Schwartz,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Steps,17,,Pop,5,"[('Pop', 5), ('Dance', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Stereo MC’s,1,,EDM,1,"[('EDM', 1)]",False
Steve Angello,15,,EDM,2,"[('EDM', 2), ('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Steve Aoki,43,,Pop,3,"[('Pop', 3), ('Dance', 1), ('Dancehall', 1), ('R&B', 1), ('EDM', 1)]",False
Steve B,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Steve Forest,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Steve Porter,6,,R&B,3,"[('R&B', 3), ('Pop', 2), ('Hip-Hop', 2)]",False
Steve Vai,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
Steven A. Clark,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Stevie B,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Stevie Nicks,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative Pop', 1)]",False
Stevie Wonder,12,,R&B,4,"[('R&B', 4), ('Pop', 2), ('Latin Pop', 1), ('Hip-Hop', 1), ('Pop Rock', 1)]",False
Sticky Fingas,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sticky Fingaz,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Stige,2,,,0,[],False
Sting,9,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Latin Pop', 1), ('Pop Rock', 1)]",False
Stormzy,5,,Reggaeton,1,"[('Reggaeton', 1), ('Pop', 1)]",False
Stretch Armstrong,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Strike,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Stromae,9,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Sturge,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Stush,3,,EDM,1,"[('EDM', 1)]",False
Styles P,37,,Hip-Hop,5,"[('Hip-Hop', 5), ('Latin Pop', 1)]",False
Sugababes,17,,Pop,5,"[('Pop', 5), ('Dance', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Sugarland,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Sukriti Kakar,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Summer Walker,6,,R&B,3,"[('R&B', 3), ('Hip-Hop', 2), ('Pop', 1)]",False
Sunday Service Choir,8,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Sushant KC,1,,EDM,1,"[('EDM', 1)]",False
Suzanna Son,2,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Suzanne Vega,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sven Väth,2,,EDM,1,"[('EDM', 1)]",False
Swae Lee,25,,Hip-Hop,3,"[('Hip-Hop', 3), ('EDM', 2), ('R&B', 2), ('Pop', 1), ('Reggaeton', 1)]",False
Swanky Tunes,6,,EDM,1,"[('EDM', 1)]",False
Sway & King Tech,13,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Sway Dasafo,3,,Pop,1,"[('Pop', 1)]",False
Swedish House Mafia,11,,Pop,4,"[('Pop', 4), ('Dance', 2), ('R&B', 2), ('EDM', 1), ('Pop Rock', 1)]",False
Sweetie Irie,5,,Pop,1,"[('Pop', 1), ('Dance', 1), ('EDM', 1)]",False
Swifty,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Swifty McVay,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Swizz Beatz,20,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 2), ('Pop', 1)]",False
Sydney Quiseng,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Syed Fardeen,2,,EDM,2,"[('EDM', 2)]",False
Syko el Terror,6,,Reggaeton,1,"[('Reggaeton', 1)]",False
Syleena Johnson,2,,,0,[],False
Sylwia Dynek,2,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Sztoss,4,,Pop,2,"[('Pop', 2), ('R&B', 2)]",False
T. Mills,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
T. Nate,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
T.I.,59,,Hip-Hop,5,"[('Hip-Hop', 5), ('R&B', 4), ('Pop', 3), ('Latin Pop', 1), ('Dance', 1)]",False
T.O.K.,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
TAEYANG,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
TAG,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
TCTS,2,,EDM,1,"[('EDM', 1)]",False
TERIYAKI BOYZ,2,,,0,[],False
THE CARTERS,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
TINI,5,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
TJR,8,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1), ('Reggaeton', 1)]",False
TKZee,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
TLC,1,,Pop,1,"[('Pop', 1)]",False
TVBOO,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
TWICE,5,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Taboo,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Tainy,11,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 2), ('Pop', 1), ('Dance', 1), ('Pop Rock', 1)]",False
Taio Cruz,30,,Pop,5,"[('Pop', 5), ('Hip-Hop', 2), ('R&B', 2), ('Latin Pop', 1), ('Dance', 1)]",False
Take That,40,,Pop,6,"[('Pop', 6), ('Hip-Hop', 1), ('Dance', 1), ('Dancehall', 1), ('R&B', 1)]",False
Takeoff,6,,EDM,1,"[('EDM', 1)]",False
Talib Kweli,21,,Hip-Hop,3,"[('Hip-Hop', 3)]",False
Tame Impala,4,Psychedelic Rock,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1), ('Pop', 1)]",True
Tanishk Bagchi,19,,Bollywood,2,"[('Bollywood', 2), ('Latin Pop', 1), ('Hip-Hop', 1), ('Pop', 1)]",False
Tank,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Tanna Leone,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Tanya Morgan,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Tapemasters Inc.,1,,,0,[],False
Tara McDonald,2,,EDM,1,"[('EDM', 1)]",False
Tasan,4,,Reggaeton,1,"[('Reggaeton', 1)]",False
Taylor Swift,75,"Pop, Country",Pop,9,"[('Pop', 9), ('Hip-Hop', 3), ('EDM', 2), ('Alternative Pop', 1), ('R&B', 1)]",True
Taylour Paige,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Tchami,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Tdot Illdude,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Teairra Marí,2,,,0,[],False
Team Pitbull,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Team TNT,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Tech N9ne,18,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Teddy Swims,2,,EDM,1,"[('EDM', 1)]",False
Tee Grizzley,10,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
