artist,num_collaborators,known_genres,dominant_collaborator_genre,dominant_collaborator_genre_count,top_5_collaborator_genres,has_metadata
Teedra Moses,8,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Teefa,1,,,0,[],False
Teezo Touchdown,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Tegan and Sara,2,,EDM,1,"[('EDM', 1)]",False
Tego,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Tego Calderón,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Tempo,5,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Tems,4,,R&B,2,"[('R&B', 2), ('Hip-Hop', 2), ('Pop', 1)]",False
Ten Towns,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Tenashar,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Tera,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Termanology,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Termonlogy,2,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Terrace Martin,8,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Terror Fabulous,2,,R&B,2,"[('R&B', 2), ('Pop', 1), ('Hip-Hop', 1)]",False
Terror Squad,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Terry Cox,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Teyana Taylor,22,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Thai Viet G,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Thailand,1,,EDM,1,"[('EDM', 1)]",False
Thalía,52,,Latin Pop,1,"[('Latin Pop', 1), ('EDM', 1)]",False
The 1975,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Alchemist,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Anonymous,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Avener,2,,Alternative Pop,1,"[('Alternative Pop', 1), ('R&B', 1), ('Pop', 1)]",False
The Band Perry,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Beatles,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Blessed Madonna,7,,Pop,3,"[('Pop', 3), ('Dance', 1), ('R&B', 1)]",False
The Bloody Beetroots,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Boys Choir of Harlem,3,,,0,[],False
The Bucketheads,19,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
The Bumblebeez,19,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
The Cataracs,16,,Hip-Hop,5,"[('Hip-Hop', 5), ('EDM', 1), ('Pop', 1), ('R&B', 1), ('Latin Pop', 1)]",False
The Chainsmokers,11,"EDM, Pop",Pop,5,"[('Pop', 5), ('R&B', 2), ('Funk', 1), ('Dance', 1), ('Country', 1)]",True
The Chemical Brothers,20,,EDM,2,"[('EDM', 2), ('Pop', 1), ('R&B', 1)]",False
The Chicks,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
The Civil Wars,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
The Command Sisters,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Cool Kids,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
The Cut Up Boys,3,,EDM,1,"[('EDM', 1)]",False
The Dap‐Kings,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Disciples,1,,EDM,1,"[('EDM', 1)]",False
The Edge,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Egg,4,,EDM,1,"[('EDM', 1)]",False
The Funky Bass Brothers,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Game,59,,Hip-Hop,5,"[('Hip-Hop', 5), ('R&B', 2), ('Latin Pop', 1), ('Pop', 1)]",False
The Gangbang,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
The Glitch Mob,13,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
The Go Getters,1,,,0,[],False
The Golden Army,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Goodfellas,1,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
The Grouch,3,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
The Heritage Orchestra,2,,Pop,1,"[('Pop', 1)]",False
The High & Mighty,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The J.B.’s,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
The Kid Daytona,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Kid LAROI,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Killers,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The LOX,8,,,0,[],False
The Last Poets,2,,,0,[],False
The Lewisham and Greenwich NHS Choir,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Lifestyle,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
The Lonely Island,17,,Pop,4,"[('Pop', 4), ('R&B', 4), ('Dance', 1), ('Hip-Hop', 1)]",False
The Madd Rapper,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Marías,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
The Midway State,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
The Mildred Snitzer Orchestra,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Muppets,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
The National,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
The Neptunes,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
The New Royales,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
The Northern Lights,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
The Notorious B.I.G.,26,,Hip-Hop,4,"[('Hip-Hop', 4), ('Latin Pop', 1), ('R&B', 1)]",False
The Observer,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Paradise,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
The Peoples Republic of Europe,1,,,0,[],False
The Police,6,,Pop,2,"[('Pop', 2), ('R&B', 1), ('Funk', 1)]",False
The Prodigy,9,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The PropheC,2,,R&B,2,"[('R&B', 2), ('Hip-Hop', 1), ('Pop', 1)]",False
The Pussycat Dolls,4,,Pop,2,"[('Pop', 2), ('R&B', 1), ('Dance', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
The Rolling Stones,3,,Pop,3,"[('Pop', 3), ('Dance', 1), ('Country', 1)]",False
The Roots,3,,Latin Pop,1,"[('Latin Pop', 1), ('Pop', 1), ('R&B', 1)]",False
The Script,2,,EDM,1,"[('EDM', 1)]",False
The Secret Sisters,2,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
The Sequel,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Sevenights,2,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
The Shin Sekaï,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Smiths,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
The Sound Bluntz,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
The Stereotypes,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
The Supermen Lovers,10,,EDM,1,"[('EDM', 1)]",False
The Temptations,8,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
The Tenors,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Ting Tings,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
The Trammps,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Undertones,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
The Very Best,2,,,0,[],False
The WAV.s,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
The WRLDFMS Tony Williams,5,,,0,[],False
The Wanted,10,,R&B,3,"[('R&B', 3), ('Pop', 2), ('Hip-Hop', 2), ('Latin Pop', 1)]",False
The Weekend,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
The Weeknd,143,"R&B, Pop",Hip-Hop,14,"[('Hip-Hop', 14), ('Pop', 11), ('R&B', 5), ('Reggaeton', 2), ('EDM', 2)]",True
The White Stripes,2,,Pop,1,"[('Pop', 1), ('Alternative', 1)]",False
The World Famous Tony Williams,2,,,0,[],False
The Zombies,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
TheMusicNerdGuy,10,,R&B,3,"[('R&B', 3), ('Hip-Hop', 3), ('Pop', 2)]",False
TheTrakAddicts,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Themba,2,,EDM,1,"[('EDM', 1)]",False
Theophilus London,6,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Theotokosé,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1), ('Pop', 1)]",False
Theron Theron,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
The‐Dream,35,,Hip-Hop,3,"[('Hip-Hop', 3), ('R&B', 3), ('Pop', 3), ('Latin Pop', 1), ('Rock', 1)]",False
Thirstin Howl III,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Thirty Seconds to Mars,1,,,0,[],False
Threat,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Three,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Three 6 Mafia,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Thundercat,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Thurz,1,,,0,[],False
Thyme,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
TiKA,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Tiara Marie,1,,,0,[],False
Tim Deluxe,6,,EDM,1,"[('EDM', 1)]",False
Tim G,4,,,0,[],False
Tim McGraw,4,,Pop,1,"[('Pop', 1), ('Country', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Timbaland,29,,Hip-Hop,4,"[('Hip-Hop', 4), ('Latin Pop', 2), ('R&B', 2), ('Pop Rock', 2), ('Pop', 2)]",False
Timmy Trumpet,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Tinashe,7,,R&B,2,"[('R&B', 2), ('EDM', 1), ('Hip-Hop', 1), ('Pop', 1)]",False
Tinchy Stryder,8,,EDM,2,"[('EDM', 2), ('Pop', 1), ('R&B', 1)]",False
Tinie Tempah,2,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Tion Wayne,2,,Pop,1,"[('Pop', 1)]",False
Tiptoe,6,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Tito “El Bambino”,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Tiwa Savage,5,,EDM,1,"[('EDM', 1)]",False
Tiësto,29,,Pop,4,"[('Pop', 4), ('EDM', 3), ('Latin Pop', 2), ('Hip-Hop', 2), ('Dance', 2)]",False
Tobtok,9,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
Toby Love,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Tocadisco,3,,EDM,1,"[('EDM', 1)]",False
Todd Terry,21,,EDM,2,"[('EDM', 2), ('Pop', 1), ('R&B', 1)]",False
Todos Unidos,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Tokischa,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Tom Enzy,7,,EDM,1,"[('EDM', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Tom Grennan,1,,EDM,1,"[('EDM', 1)]",False
Tom Novy,10,,EDM,1,"[('EDM', 1)]",False
Tom Odell,3,,EDM,1,"[('EDM', 1)]",False
Tom Staar,6,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1), ('EDM', 1)]",False
Tom Tom Club,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Tom Walker,1,,Pop,1,"[('Pop', 1)]",False
Tommy Genesis,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Tommy Torres,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Tommy Trash,4,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Tones and I,8,,Pop,4,"[('Pop', 4), ('EDM', 1), ('Dance', 1)]",False
Tony Bennett,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Tony Dize,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Tony Touch,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Tony Williams,17,,Pop,2,"[('Pop', 2), ('R&B', 2), ('Rock', 1), ('Hip-Hop', 1)]",False
Tony Yayo,12,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1)]",False
Too $hort,3,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Tools,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Topic,11,,Pop,1,"[('Pop', 1), ('Reggaeton', 1), ('Hip-Hop', 1)]",False
Tori Kelly,4,,Pop,2,"[('Pop', 2), ('R&B', 1)]",False
Tory Lanez,2,,Pop,2,"[('Pop', 2), ('R&B', 1)]",False
Toto,2,,Pop,1,"[('Pop', 1)]",False
Totoy el Frío,5,,Reggaeton,2,"[('Reggaeton', 2)]",False
Tove Lo,9,,Pop,5,"[('Pop', 5), ('R&B', 2), ('Funk', 1), ('EDM', 1), ('Dance', 1)]",False
Towkio,3,,R&B,2,"[('R&B', 2), ('Pop', 1)]",False
Trace,6,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1), ('EDM', 1)]",False
Trace Adkins,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Trackademicks,3,,,0,[],False
Trae,24,,Hip-Hop,4,"[('Hip-Hop', 4), ('R&B', 2), ('Pop', 1)]",False
Travie,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Travie McCoy,32,,Pop,5,"[('Pop', 5), ('R&B', 4), ('Hip-Hop', 4), ('Funk', 1), ('Latin Pop', 1)]",False
Travis,1,,,0,[],False
Travis Barker,8,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Travis Scott,54,Hip-Hop,Hip-Hop,5,"[('Hip-Hop', 5), ('Pop', 4), ('R&B', 4), ('Reggaeton', 2), ('Latin Trap', 1)]",True
Trazz,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Trevor Daniel,1,,Pop,1,"[('Pop', 1)]",False
Trey Songz,19,,Hip-Hop,4,"[('Hip-Hop', 4), ('R&B', 4), ('Pop', 2), ('Latin Pop', 1), ('Pop Rock', 1)]",False
Trick Daddy,16,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Trick‐Trick,9,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Trillville,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Trina,11,,Pop,1,"[('Pop', 1), ('Dance', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Trinidad James,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Triomphe,1,,EDM,1,"[('EDM', 1)]",False
Trippie Redd,3,,EDM,1,"[('EDM', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Trixie Fender,3,,,0,[],False
Tronicbox,3,,Pop,3,"[('Pop', 3), ('R&B', 2), ('Dance', 1)]",False
Tropkillaz,3,,Reggaeton,1,"[('Reggaeton', 1)]",False
Trouble,3,,R&B,2,"[('R&B', 2), ('Hip-Hop', 1), ('Pop', 1)]",False
Troy'ce Sayles,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
TroyBoi,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Troye Sivan,2,,Pop,2,"[('Pop', 2), ('Dance', 1), ('R&B', 1)]",False
Trueno,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Trunkie,2,,Pop,1,"[('Pop', 1)]",False
Truth,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Truth Hurts,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Tujamo,11,,Pop,2,"[('Pop', 2), ('R&B', 2), ('EDM', 1), ('Dancehall', 1)]",False
Twista,49,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1), ('Pop', 1), ('Dance', 1), ('R&B', 1)]",False
Two Door Cinema Club,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Ty,9,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Ty Dolla $ign,71,,Hip-Hop,9,"[('Hip-Hop', 9), ('Pop', 5), ('R&B', 4), ('Latin Pop', 1), ('Regional Mexican', 1)]",False
Tyga,41,,Hip-Hop,6,"[('Hip-Hop', 6), ('Pop', 4), ('R&B', 4), ('Funk', 1), ('EDM', 1)]",False
Tyler Shaw,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Tyler Woods,3,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
"Tyler, The Creator",8,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1), ('Pop', 1)]",False
Tyrese,4,,EDM,1,"[('EDM', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
T‐Pain,41,,Pop,4,"[('Pop', 4), ('R&B', 3), ('Hip-Hop', 2), ('Latin Pop', 1), ('Dance', 1)]",False
U-N-I,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
U2,5,,Hip-Hop,2,"[('Hip-Hop', 2), ('EDM', 1), ('Pop', 1)]",False
UGK,3,,,0,[],False
Ultimo,1,,Pop,1,"[('Pop', 1)]",False
Umek,1,,EDM,1,"[('EDM', 1)]",False
Ummet Ozcan,1,,EDM,1,"[('EDM', 1)]",False
Uniting Voices,2,,,0,[],False
Unorthodox,9,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Upstates,1,,,0,[],False
Usher,79,R&B,Pop,9,"[('Pop', 9), ('Hip-Hop', 7), ('R&B', 5), ('EDM', 2), ('Latin Pop', 2)]",True
Vado,8,,,0,[],False
Vain,1,,,0,[],False
Valeria,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Vanesa Martín,17,,Latin Pop,1,"[('Latin Pop', 1)]",False
Vanessa Molina,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Vanessa Williams,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Vapor Lanes,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Varo,3,,EDM,1,"[('EDM', 1)]",False
Vassy,7,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1), ('EDM', 1)]",False
Vato Gonzalez,6,,EDM,1,"[('EDM', 1)]",False
Vaughn Anthony,2,,,0,[],False
Vedo-No Shake,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Veggi,4,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Vein,12,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Vengaboys,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Veronica Vega,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Verse Simmonds,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Vespers,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Vianney,1,,Pop,1,"[('Pop', 1)]",False
Vic Mensa,7,,Pop,2,"[('Pop', 2)]",False
Victoria Justice,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Victoria Kern,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Victoria Monét,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Victory Boyd,2,,,0,[],False
Vikina,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Village Boo,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Vince Gill,5,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Vince Staples,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop', 1), ('Alternative', 1)]",False
Vine Street,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Vini Vici,7,,Reggaeton,2,"[('Reggaeton', 2), ('R&B', 2), ('Latin Trap', 1), ('Hip-Hop', 1), ('Pop', 1)]",False
Violet Nine,2,,,0,[],False
Vishal-Shekhar,16,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Bollywood', 1), ('Pop', 1)]",False
Voicians,2,,EDM,1,"[('EDM', 1)]",False
Vonzell Solomon,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Vortek's,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Vory,3,,,0,[],False
Voyce,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Voyce Alexander,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Vula,5,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Vybz Kartel,5,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1), ('EDM', 1)]",False
Víctor Cárdenas,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Víctor Manuelle,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
W&W,7,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1), ('EDM', 1)]",False
WC,23,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
WESTSIDE BOOGIE,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
WILLOW,1,,R&B,1,"[('R&B', 1)]",False
Waka Flocka Flame,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Wale,25,,Pop,4,"[('Pop', 4), ('R&B', 3), ('Hip-Hop', 2), ('Dance', 2), ('Reggaeton', 1)]",False
Walk off the Earth,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Wallie the Sensei,4,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Wally Lopez,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
Warren G,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Wayne Marshall,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
We Are KING,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
We Are Magonia,2,,R&B,1,"[('R&B', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
WeDis,4,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Wes Fif,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 2), ('Pop', 1), ('Funk', 1)]",False
WestBam,2,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Westside Gunn,7,,,0,[],False
Westwood,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Weyes Blood,2,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Wheats,3,,Pop,1,"[('Pop', 1), ('Soul', 1), ('EDM', 1)]",False
Whethan,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
White Boy,5,,,0,[],False
White Gold,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
White Star,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Who Is Fancy,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Wiley,1,,Pop,1,"[('Pop', 1)]",False
Wilkins,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Will Ferrell,14,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Dance', 1)]",False
Will Rees,7,,EDM,1,"[('EDM', 1)]",False
Will Smith,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Will Sparks,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Willie Joe,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Willy William,8,,Pop,2,"[('Pop', 2), ('Hip-Hop', 2), ('R&B', 1), ('EDM', 1), ('Reggaeton', 1)]",False
Wisin,19,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Wisin & Yandel,9,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
With You.,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1)]",False
Wiz Khalifa,18,Hip-Hop,R&B,5,"[('R&B', 5), ('Pop', 3), ('Hip-Hop', 3), ('Alternative Pop', 1), ('Funk', 1)]",True
Wizkid,20,,Pop,3,"[('Pop', 3), ('EDM', 2), ('Hip-Hop', 2), ('R&B', 2), ('Reggaeton', 1)]",False
Wolfpack,4,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Woodkid,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Wooli,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Wretch 32,6,,Pop,1,"[('Pop', 1)]",False
Wu‐Tang Clan,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1), ('Alternative Pop', 1)]",False
Wyclef Jean,2,,Latin Pop,2,"[('Latin Pop', 2), ('Hip-Hop', 1)]",False
Wyman,3,,EDM,1,"[('EDM', 1)]",False
Wyte Labl,2,,EDM,1,"[('EDM', 1)]",False
X Ambassadors,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
XV,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
XXXTENTACION,13,,R&B,2,"[('R&B', 2), ('Pop', 1), ('Reggaeton', 1)]",False
Xamplify,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Xavier Aeon,2,,,0,[],False
Xonia,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Xzibit,17,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
YEИDRY,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
YG,17,,Hip-Hop,3,"[('Hip-Hop', 3), ('Pop', 2), ('R&B', 2), ('Pop Rock', 1), ('Reggaeton', 1)]",False
YG Hootie,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
YNW Melly,1,,,0,[],False
YOVNGCHIMI,4,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
YP,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Ya Boy,6,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Yaga & Mackie,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Yan Kings,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
